index_P,april.n.01,nothing.n.01,pound.n.10,wrinkle.n.01,austral.n.01,acre.n.03,wheat.n.02,billion.n.03,whitethorn.n.01,usage.n.03,hour_angle.n.02,mexico.n.01,volt.n.01,franc.n.01,security.n.04,termination.n.05,montana.n.01,elevation.n.03,dole.n.01,taiwan.n.02,redemption.n.02,portland.n.02,sugar.n.01,percentage.n.01,store.n.02,hectare.n.01,worm.n.02,rescue.n.01,yugoslav.n.01,alberta.n.01,february.n.01,fob.n.03,cooperative.n.01,sellers.n.01,treatment.n.01,duty.n.03,cargo.n.01,colombia.n.01,malted.n.01,basket.n.04,july.n.01,loanword.n.01,mission.n.04,jordan.n.02,bonus.n.02,army.n.02,government_accounting_office.n.01,argentina.n.01,pale_yellow.n.01,semolina.n.01,connecticut.n.01,food_and_agriculture_organization.n.01,home_plate.n.01,estate.n.02,maximum.n.03,june.n.01,cambodia.n.01,workweek.n.01,intravenous_feeding.n.01,ski_tow.n.01,commitment.n.05,license.n.01,protein.n.01,roberts.n.04,rebate.n.01,renewal.n.02,seaway.n.01,burlington.n.01,hydrofluorocarbon.n.01,substitute.n.02,elevator.n.01,registration.n.02,goal.n.01,bushel.n.02,tanzania.n.01,planting.n.03,season.n.03,millimeter.n.01,soviet_union.n.01,metric_ton.n.01,brazil_nut.n.02,pitch.n.02,offerer.n.01,source.n.07,arabian_peninsula.n.01,saudi.n.01,agreement.n.06,lining.n.03,cooperation.n.02,blemish.n.01,january.n.01,water.n.01,peer.n.01,exporter.n.01,algeria.n.01,paddy.n.01,month.n.02,hassium.n.01,barley.n.02,stage_set.n.01
165,0,0,0,0.015,0,0,0,0,0.0001,0,0,0,0,0,0,0,0,0,0,0.0001,0,0.0774,0,0,0,0,0.0001,0,0,0,0,0,0,0.0001,0,0,0.0001,0,0,0,0,0,0,0,0,0,0,0,0.0041,0,0,0,0.0001,0,0.0008,0,0,0,0,0.0001,0,0,0,0.0001,0,0,0.0001,0,0,0.0001,0.0001,0,0,0,0,0,0,0,0,0,0.0001,0,0.0001,0,0.0001,0.0001,0,0,0,0.0053,0,0,0.0001,0.0001,0,0,0,0,0,0.0001
60,0,0,0,0.015,0,0,0,0,0.0001,0,0,0,0,0,0,0,0,0,0,0.0001,0,0.0774,0,0,0,0,0.0001,0,0,0,0,0,0,0.0001,0,0,0.0001,0,0,0,0,0,0,0,0,0,0,0,0.0041,0,0,0,0.0001,0,0.0008,0,0,0,0,0.0001,0,0,0,0.0001,0,0,0.0001,0,0,0.0001,0.0001,0,0,0,0,0,0,0,0,0,0.0001,0,0.0001,0,0.0001,0.0001,0,0,0,0.0053,0,0,0.0001,0.0001,0,0,0,0,0,0.0001
389,0,0,0,0.0149,0,0,0,0,0.0001,0,0,0,0,0,0,0,0,0,0,0.0001,0,0.0772,0,0,0,0,0.0001,0,0,0,0,0,0,0.0001,0,0,0.0001,0,0,0,0,0,0,0,0,0,0,0,0.0041,0,0,0,0.0001,0,0.0008,0,0,0,0,0.0001,0,0,0,0.0001,0,0,0.0001,0,0,0.0001,0.0001,0,0,0,0,0,0,0,0,0,0.0001,0,0.0001,0,0.0001,0.0001,0,0,0,0.0053,0,0,0.0001,0.0001,0,0,0,0,0,0.0001
526,0,0.0166,0,0.0063,0,0,0,0.006,0.0001,0,0,0,0,0,0,0,0,0.0026,0.0011,0.0001,0.0007,0,0.1253,0.0034,0.0027,0,0,0,0,0,0,0,0,0,0,0.0019,0,0,0,0,0,0.0151,0,0,0.0015,0,0,0,0.0018,0,0.0303,0,0,0.0017,0.0003,0,0,0.0034,0,0,0,0,0,0,0.0009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001,0,0,0.0029,0,0,0,0,0,0.0022,0,0,0.0001,0,0,0,0,0,0,0
55,0,0.0694,0,0.0004,0,0,0.0011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0013,0,0.0643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0162,0.0001,0.0006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0524,0,0,0,0,0,0,0.0287,0,0,0,0,0,0,0,0,0,0.0001,0,0,0,0,0,0,0,0,0,0
15,0,0,0,0.0121,0,0.0022,0,0,0.0008,0,0,0.0016,0,0,0,0,0.002,0,0,0.0008,0,0.0019,0,0,0,0.0599,0.0004,0,0.0003,0.0023,0,0.0003,0,0.0005,0,0,0.0006,0.0009,0,0,0,0,0,0.0008,0,0,0,0.0005,0.0344,0,0.0022,0,0.0005,0,0.0049,0,0.0009,0,0,0.0004,0,0,0,0.0004,0,0,0.0004,0.0021,0,0.0005,0.0004,0,0,0,0.0005,0,0,0,0.0018,0,0.0008,0,0.0003,0,0.0005,0.0004,0,0,0,0,0,0,0.0009,0.0005,0.0007,0.0003,0,0,0.0003,0.0006
504,0.0097,0,0,0.0082,0,0.0004,0,0,0,0,0,0.0004,0,0,0,0,0.0004,0,0,0,0,0.0004,0,0,0,0,0.0594,0,0,0.0005,0,0,0,0,0,0,0.0133,0.0001,0,0,0,0,0,0.0001,0,0,0,0.0001,0.0071,0,0.0004,0,0,0,0.0011,0,0.0001,0,0,0,0,0,0,0,0,0,0,0.0004,0,0,0,0,0,0,0.0001,0,0,0,0.0004,0,0,0,0,0,0,0,0,0,0,0.002,0,0,0.0184,0,0.0001,0,0,0,0,0.0082
298,0,0,0,0.0143,0,0,0,0,0.0001,0,0,0,0,0,0,0,0,0,0,0.0001,0,0.0741,0,0,0,0,0.0001,0,0,0,0,0,0,0.0001,0,0,0.0001,0,0,0,0,0,0,0,0,0,0,0,0.004,0,0,0,0.0001,0,0.0007,0,0,0,0,0.0001,0,0,0,0.0001,0,0,0.0001,0,0,0.0001,0.0001,0,0,0,0,0,0,0,0,0,0.0001,0,0.0001,0,0.0001,0.0001,0,0,0,0.0051,0,0,0.0001,0.0001,0,0,0,0,0,0.0001
51,0,0,0,0.0063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0018,0,0,0,0,0,0.0003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0393,0,0,0,0,0,0,0,0,0,0.0022,0,0,0,0.0401,0.0809,0,0,0,0,0
433,0,0,0,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0011,0,0,0,0,0,0.0002,0.026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0213,0.0392,0,0,0,0,0,0,0,0,0,0.0014,0,0,0,0,0,0,0,0,0,0
439,0,0,0,0.0178,0,0.0837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0049,0,0,0,0,0,0.0009,0,0,0.0164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0063,0,0,0,0,0,0,0,0,0,0.0139
100,0,0,0,0.0203,0,0,0.0008,0,0.0003,0,0,0,0,0,0,0,0,0,0,0.0003,0,0,0.0009,0.0216,0,0,0.0002,0,0,0.0851,0,0.0002,0,0.0002,0,0,0.0002,0,0,0,0,0,0,0,0,0,0,0,0.0117,0.0004,0,0,0.0002,0,0.0019,0,0,0.0178,0,0.0002,0,0,0,0.0002,0,0,0.0002,0,0,0.0002,0.0002,0,0,0,0,0,0,0,0,0,0.0004,0,0.0002,0,0.0002,0.0002,0,0,0,0.0063,0,0,0.0004,0.0002,0,0.0002,0,0,0.0001,0.0002
322,0,0,0,0.0014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1365,0,0,0,0,0,0.0242,0,0,0,0,0,0,0,0,0,0,0,0.0004,0,0,0,0,0,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0633,0,0,0,0,0,0,0,0,0,0.0005,0,0,0,0,0,0,0,0,0,0
555,0,0.0027,0,0.0005,0,0,0.0002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0002,0.002,0.0052,0,0,0,0,0,0.0162,0,0.0675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0.0021,0,0,0,0,0,0.0002,0,0,0,0,0,0,0.0029,0,0,0.0059
59,0,0.0672,0,0.0007,0,0,0.0005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0006,0,0.0285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0002,0.0003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0232,0,0,0,0,0,0,0.0117,0,0,0,0,0,0,0,0,0,0.0003,0,0,0,0.0137,0,0,0,0,0,0
30,0.0204,0,0,0.0159,0,0,0,0,0,0,0,0,0,0,0,0,0.0739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0115,0,0,0,0,0,0,0,0,0,0,0,0.0044,0,0,0,0,0,0.0008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0056,0,0,0,0,0,0,0,0.0453,0,0
532,0,0,0,0.0009,0,0.0002,0,0,0.0001,0,0,0.0001,0,0.1272,0.0266,0,0.0002,0,0,0.0001,0,0.0001,0.0102,0.0039,0.0097,0,0,0,0,0.0002,0,0,0,0,0,0,0,0.0001,0,0,0,0,0,0.0001,0,0,0,0,0.0026,0,0.0002,0,0,0,0.0004,0,0.0001,0,0,0,0,0,0,0,0,0,0,0.0002,0,0,0,0,0,0,0,0,0,0,0.0001,0,0.0001,0,0,0,0,0,0,0,0,0,0,0,0.0001,0,0.0001,0,0,0,0,0
45,0,0,0,0.0036,0,0.0007,0,0,0.0002,0,0,0.0005,0.0776,0,0,0,0.0006,0,0,0.0002,0,0.0006,0,0,0,0,0.0001,0,0.0001,0.0007,0,0.0001,0,0.0001,0,0,0.0002,0.0003,0,0,0,0,0,0.0002,0,0,0,0.0002,0.0103,0,0.0007,0,0.0001,0,0.0015,0,0.0003,0,0,0.0001,0,0,0,0.0001,0,0,0.0001,0.0006,0,0.0002,0.0001,0,0,0,0.0002,0,0,0,0.0005,0.0722,0.0002,0,0.0001,0,0.0002,0.0001,0,0,0,0,0,0,0.0003,0.0001,0.0002,0.0001,0.0732,0,0.0001,0.0002
