,adapter.n.02,adobe.n.02,ampere.n.01,armenian.n.03,bathtub.n.01,bel.n.01,bible.n.02,cam.n.02,car.n.02,church_service.n.01,circuit_breaker.n.01,comprehensive_examination.n.01,console_table.n.01,controversy.n.01,converter.n.01,cursor.n.01,day.n.04,dram.n.01,driver.n.05,dyer.n.01,ethernet.n.01,familiar.n.03,fiberglass.n.01,font.n.01,goal.n.04,gram.n.01,great.n.01,gunman.n.02,hexagon.n.01,hoard.n.01,human_immunodeficiency_virus.n.01,junior.n.04,keyboard.n.01,kilometer.n.01,leo.n.03,liaison.n.02,lyric.n.02,ma.n.01,macintosh.n.02,magnesium.n.01,manta.n.01,marriage.n.04,microphone.n.01,million.n.01,mistake.n.01,mode.n.06,mortarboard.n.01,motorcycle.n.01,musical_instrument_digital_interface.n.01,nan.n.04,national_rifle_association.n.01,new_mexico.n.01,objective.n.02,ocean.n.01,omnipotence.n.01,pawl.n.01,performance.n.02,peter.n.01,phone.n.02,phosphorus.n.01,plot.n.01,pointer.n.04,policy.n.03,pop_music.n.01,portland.n.02,price.n.05,range.n.04,reduced_instruction_set_computing.n.01,restrainer.n.02,rhode_island.n.01,ruthenium.n.01,scanner.n.04,senator.n.01,signal.n.01,slide.n.05,small_computer_system_interface.n.01,space.n.08,speaker.n.03,spice.n.02,starter.n.07,stick.n.03,subject.n.06,sunlight.n.01,tempest.n.02,testing.n.02,thinker.n.01,tiger.n.02,tire.n.01,transcript.n.02,tribe.n.01,turk.n.01,variety_show.n.01,version.n.06,volt.n.01,wagon.n.04,winder.n.02,windowpane.n.01,wise_men.n.01,wrong.n.02,yeast.n.01
starter.n.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.8300772788536,0.0,0.0,4.45461084887255,4.45461084887255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cursor.n.01,4.2086495709425495,3.35394846143047,0.0,0.0,3.35394846143047,0.0,2.56104499047427,4.2086495709425495,3.35394846143047,0.0,4.2086495709425495,0.0,3.35394846143047,0.0,4.2086495709425495,13.3000809080993,0.0,0.0,3.35394846143047,1.55201187493294,3.35394846143047,0.0,2.56104499047427,0.0,0.0,0.0,1.55201187493294,1.55201187493294,0.0,0.0,1.55201187493294,1.55201187493294,4.2086495709425495,0.0,1.2731327020020802,0.0,0.0,1.55201187493294,2.56104499047427,0.0,2.56104499047427,0.0,4.2086495709425495,0.0,0.0,0.0,2.56104499047427,3.35394846143047,0.0,0.0,0.0,1.2731327020020802,4.2086495709425495,0.0,0.0,4.2086495709425495,0.0,1.55201187493294,0.0,0.0,0.0,1.55201187493294,0.0,0.0,1.2731327020020802,0.0,1.2731327020020802,0.0,1.55201187493294,1.2731327020020802,0.0,3.35394846143047,1.55201187493294,0.0,0.0,4.2086495709425495,0.0,1.55201187493294,0.0,0.0,3.35394846143047,1.55201187493294,0.0,0.0,0.0,1.55201187493294,1.55201187493294,2.56104499047427,0.0,0.0,1.55201187493294,0.0,0.0,0.0,3.35394846143047,4.2086495709425495,2.56104499047427,0.0,0.0,0.0
testing.n.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3958587352941096,0.0,2.4322246232977798,0.0,2.4322246232977798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7812696529610101,0.0,0.0,2.4322246232977798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4322246232977798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4322246232977798,1.7812696529610101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3958587352941096,1.7812696529610101,0.0,0.0,1.7812696529610101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4322246232977798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.6099684076838,0.0,0.0,0.0,0.0,0.0,0.0,2.10449043503241,2.4322246232977798,0.0,0.0,0.0,0.0,0.0,3.3958587352941096,0.0
musical_instrument_digital_interface.n.01,0.0,0.0,0.0,3.96051530013872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8843543969009797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8843543969009797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0191470626373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.96051530013872,2.8843543969009797,0.0,3.96051530013872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8843543969009797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8843543969009797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
version.n.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4322246232977798,0.0,2.4322246232977798,0.0,2.4322246232977798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7812696529610101,0.0,0.0,4.03650768924725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4322246232977798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4322246232977798,1.7812696529610101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4322246232977798,1.7812696529610101,0.0,0.0,1.7812696529610101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3421991311504105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4322246232977798,0.0,0.0,0.0,0.0,0.0,0.0,2.10449043503241,10.470796842183,0.0,0.0,0.0,0.0,0.0,2.4322246232977798,0.0
policy.n.03,0.0,0.0,0.0,4.20092767769385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8843543969009797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.40419191634838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.96051530013872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.95059525497689,2.8843543969009797,0.0,3.96051530013872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8843543969009797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8843543969009797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tire.n.01,2.56104499047427,2.56104499047427,0.0,0.0,2.56104499047427,0.0,2.56104499047427,2.56104499047427,2.56104499047427,0.0,2.56104499047427,0.0,2.56104499047427,0.0,2.56104499047427,2.56104499047427,0.0,0.0,2.56104499047427,1.55201187493294,2.56104499047427,0.0,2.56104499047427,0.0,0.0,0.0,1.55201187493294,1.55201187493294,0.0,0.0,1.55201187493294,1.55201187493294,2.56104499047427,0.0,1.2731327020020802,0.0,0.0,1.55201187493294,2.56104499047427,0.0,2.56104499047427,0.0,2.56104499047427,0.0,0.0,0.0,2.56104499047427,2.56104499047427,0.0,0.0,0.0,1.2731327020020802,2.56104499047427,0.0,0.0,2.56104499047427,0.0,1.55201187493294,0.0,0.0,0.0,1.55201187493294,0.0,0.0,1.2731327020020802,0.0,1.2731327020020802,0.0,1.55201187493294,1.2731327020020802,0.0,2.56104499047427,1.55201187493294,0.0,0.0,2.56104499047427,0.0,1.55201187493294,0.0,0.0,2.56104499047427,1.55201187493294,0.0,0.0,0.0,1.55201187493294,1.55201187493294,9.32682842180208,0.0,0.0,1.55201187493294,0.0,0.0,0.0,2.56104499047427,2.56104499047427,2.56104499047427,0.0,0.0,0.0
phosphorus.n.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5950833564052402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4314736554287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.05868668895092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4314736554287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tiger.n.02,1.55201187493294,1.55201187493294,0.0,0.0,1.55201187493294,0.0,1.55201187493294,1.55201187493294,1.55201187493294,0.0,1.55201187493294,0.0,1.55201187493294,0.0,1.55201187493294,1.55201187493294,0.0,0.0,1.55201187493294,2.04901826179671,1.55201187493294,0.0,1.55201187493294,0.0,0.0,0.0,2.04901826179671,2.04901826179671,0.0,0.0,2.04901826179671,2.04901826179671,1.55201187493294,0.0,1.2731327020020802,0.0,0.0,2.04901826179671,1.55201187493294,0.0,1.55201187493294,0.0,1.55201187493294,0.0,0.0,0.0,1.55201187493294,1.55201187493294,0.0,0.0,0.0,1.2731327020020802,1.55201187493294,0.0,0.0,1.55201187493294,0.0,2.04901826179671,0.0,0.0,0.0,6.87573458843386,0.0,0.0,1.2731327020020802,0.0,1.2731327020020802,0.0,2.04901826179671,1.2731327020020802,0.0,1.55201187493294,2.04901826179671,0.0,0.0,1.55201187493294,0.0,2.04901826179671,0.0,0.0,1.55201187493294,2.04901826179671,0.0,0.0,0.0,2.04901826179671,10.5109628839084,1.55201187493294,0.0,0.0,2.04901826179671,0.0,0.0,0.0,1.55201187493294,1.55201187493294,1.55201187493294,0.0,0.0,0.0
thinker.n.01,1.55201187493294,1.55201187493294,0.0,0.0,1.55201187493294,0.0,1.55201187493294,1.55201187493294,1.55201187493294,0.0,1.55201187493294,0.0,1.55201187493294,0.0,1.55201187493294,1.55201187493294,0.0,0.0,1.55201187493294,2.22259267299011,1.55201187493294,0.0,1.55201187493294,0.0,0.0,0.0,2.22259267299011,2.22259267299011,0.0,0.0,2.17305119930379,2.22259267299011,1.55201187493294,0.0,1.2731327020020802,0.0,0.0,2.22259267299011,1.55201187493294,0.0,1.55201187493294,0.0,1.55201187493294,0.0,0.0,0.0,1.55201187493294,1.55201187493294,0.0,0.0,0.0,1.2731327020020802,1.55201187493294,0.0,0.0,1.55201187493294,0.0,2.22259267299011,0.0,0.0,0.0,2.04901826179671,0.0,0.0,1.2731327020020802,0.0,1.2731327020020802,0.0,2.22259267299011,1.2731327020020802,0.0,1.55201187493294,2.22259267299011,0.0,0.0,1.55201187493294,0.0,2.22259267299011,0.0,0.0,1.55201187493294,2.22259267299011,0.0,0.0,0.0,10.8639644224808,2.04901826179671,1.55201187493294,0.0,0.0,2.22259267299011,0.0,0.0,0.0,1.55201187493294,1.55201187493294,1.55201187493294,0.0,0.0,0.0
winder.n.02,4.2086495709425495,3.35394846143047,0.0,0.0,3.35394846143047,0.0,2.56104499047427,5.744037772853019,3.35394846143047,0.0,4.2086495709425495,0.0,3.35394846143047,0.0,4.2086495709425495,4.2086495709425495,0.0,0.0,3.35394846143047,1.55201187493294,3.35394846143047,0.0,2.56104499047427,0.0,0.0,0.0,1.55201187493294,1.55201187493294,0.0,0.0,1.55201187493294,1.55201187493294,4.2086495709425495,0.0,1.2731327020020802,0.0,0.0,1.55201187493294,2.56104499047427,0.0,2.56104499047427,0.0,4.2086495709425495,0.0,0.0,0.0,2.56104499047427,3.35394846143047,0.0,0.0,0.0,1.2731327020020802,4.2086495709425495,0.0,0.0,4.2086495709425495,0.0,1.55201187493294,0.0,0.0,0.0,1.55201187493294,0.0,0.0,1.2731327020020802,0.0,1.2731327020020802,0.0,1.55201187493294,1.2731327020020802,0.0,3.35394846143047,1.55201187493294,0.0,0.0,4.2086495709425495,0.0,1.55201187493294,0.0,0.0,3.35394846143047,1.55201187493294,0.0,0.0,0.0,1.55201187493294,1.55201187493294,2.56104499047427,0.0,0.0,1.55201187493294,0.0,0.0,0.0,3.35394846143047,10.9895276454561,2.56104499047427,0.0,0.0,0.0
ma.n.01,1.55201187493294,1.55201187493294,0.0,0.0,1.55201187493294,0.0,1.55201187493294,1.55201187493294,1.55201187493294,0.0,1.55201187493294,0.0,1.55201187493294,0.0,1.55201187493294,1.55201187493294,0.0,0.0,1.55201187493294,2.22259267299011,1.55201187493294,0.0,1.55201187493294,0.0,0.0,0.0,2.22259267299011,2.22259267299011,0.0,0.0,2.17305119930379,6.30450087930125,1.55201187493294,0.0,1.2731327020020802,0.0,0.0,11.0523040516003,1.55201187493294,0.0,1.55201187493294,0.0,1.55201187493294,0.0,0.0,0.0,1.55201187493294,1.55201187493294,0.0,0.0,0.0,1.2731327020020802,1.55201187493294,0.0,0.0,1.55201187493294,0.0,2.22259267299011,0.0,0.0,0.0,2.04901826179671,0.0,0.0,1.2731327020020802,0.0,1.2731327020020802,0.0,2.22259267299011,1.2731327020020802,0.0,1.55201187493294,2.22259267299011,0.0,0.0,1.55201187493294,0.0,2.22259267299011,0.0,0.0,1.55201187493294,2.22259267299011,0.0,0.0,0.0,2.22259267299011,2.04901826179671,1.55201187493294,0.0,0.0,2.22259267299011,0.0,0.0,0.0,1.55201187493294,1.55201187493294,1.55201187493294,0.0,0.0,0.0
hoard.n.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.6773977689152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5950833564052402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5950833564052402,2.5950833564052402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5950833564052402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
